Tourist Attraction,Hotel Name,Address,Address Link,Hotel Website,Hotline,Ranking,Reviewers,Rating,Location rating,Cleanliness rating,Service rating,Value rating,Comment,Price,URL,Description,Award,Hotel Class,Hotel Style 1,Hotel Style 2,Language Spoken,Numbers of near Restaurants,Near Restaurant 1,Link Near Restaurant 1,Near Restaurant 2,Link Near Restaurant 2,Near Restaurant 3,Link Near Restaurant 3,Near Restaurant 4,Link Near Restaurant 4,Near Attraction 1,Link Near Attraction 1,Near Attraction 2,Link Near Attraction 2,Near Attraction 3,Link Near Attraction 3,Near Attraction 4,Link Near Attraction 4,Numbers of near Attractions,Hotel Image
Hồ Chí Minh,Hotel T&T,"185 Van Than, Ho Chi Minh City Vietnam","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=11&size=1134x375&scale=2&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=10.740430,106.636490&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v2%2FA_Pin_2x.png|scale:2|10.779524,106.692093|10.768002,106.700455|10.757612,106.687920|10.775771,106.684517|10.774712,106.687202|10.772485,106.696571|10.774594,106.696259|10.764141,106.691666|10.769560,106.697044&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v2%2FH_Pin_2x.png|scale:2|10.740430,106.636490|10.771608,106.697395|10.801649,106.655159|10.781986,106.691628|10.730354,106.704620|10.770873,106.694313|10.774724,106.700195|10.780836,106.695953|10.765364,106.686569|10.782461,106.692459&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v2%2FR_Pin_2x.png|scale:2|10.787173,106.691261|10.778215,106.698608|10.773206,106.695671|10.772394,106.696465|10.765026,106.690636|10.767059,106.693993|10.760879,106.683006|10.771513,106.692688|10.763218,106.695305&signature=2QDGbgS4AjSQqYRnCOqjqmOvMzc=",nan,nan,Write a review,"185 Van Than, Ho Chi Minh City Vietnam",nan,nan,nan,nan,nan,nan,nan,https://www.tripadvisor.com/Hotel_Review-g293925-d17531288-Reviews-Hotel_T_T-Ho_Chi_Minh_City.html,No description available,nan,,nan,nan,nan,"2,899",Lagom Café - Belgian Beer & Coffee Lounge,https://www.tripadvisor.com/Restaurant_Review-g293925-d15530843-Reviews-Lagom_Cafe_Belgian_Beer_Coffee_Lounge-Ho_Chi_Minh_City.html,XLIII Coffee,https://www.tripadvisor.com/Restaurant_Review-g293925-d23962190-Reviews-XLIII_Coffee-Ho_Chi_Minh_City.html,Cloud Nine Sai Gon Restaurant,https://www.tripadvisor.com/Restaurant_Review-g293925-d15046046-Reviews-Cloud_Nine_Sai_Gon_Restaurant-Ho_Chi_Minh_City.html,Tung's Restaurant,https://www.tripadvisor.com/Restaurant_Review-g293925-d27843772-Reviews-Tung_s_Restaurant-Ho_Chi_Minh_City.html,War Remnants Museum,https://www.tripadvisor.com/Attraction_Review-g293925-d311103-Reviews-War_Remnants_Museum-Ho_Chi_Minh_City.html,Lacàph Coffee Experiences Space,https://www.tripadvisor.com/Attraction_Review-g293925-d21493307-Reviews-Lacaph_Coffee_Experiences_Space-Ho_Chi_Minh_City.html,Saigon Adventure,https://www.tripadvisor.com/Attraction_Review-g293925-d8599407-Reviews-Saigon_Adventure-Ho_Chi_Minh_City.html,Tour Guide In Saigon,https://www.tripadvisor.com/Attraction_Review-g293925-d12226320-Reviews-Tour_Guide_In_Saigon-Ho_Chi_Minh_City.html,552,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/33/f1/0b/caption.jpg?w=700&h=-1&s=1
Hồ Chí Minh,4K Dorm Hostel,"42 Đường Nguyễn Huệ District 1, Ho Chi Minh City Vietnam","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=1134x375&scale=2&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=10.774090,106.704063&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v2%2FA_Pin_2x.png|scale:2|10.775165,106.704285|10.776192,106.703423|10.776869,106.702362|10.776375,106.703094|10.775009,106.704147|10.777904,106.703377|10.776506,106.703102|10.774527,106.699860|10.773822,106.703651&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v2%2FH_Pin_2x.png|scale:2|10.774090,106.704063|10.778060,106.703773|10.777354,106.705917|10.774400,106.706177|10.775048,106.705658|10.775861,106.703941|10.774724,106.700195|10.772157,106.703629|10.772956,106.700485|10.773565,106.701233&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v2%2FR_Pin_2x.png|scale:2|10.775770,106.704231|10.776006,106.703278|10.776301,106.703476|10.774110,106.704041|10.774893,106.705246|10.775715,106.703560|10.774471,106.706329|10.776986,106.705788|10.774340,106.703979&signature=h0J0KL1y_OLN6jKMS9YrhHFe7s4=",nan,nan,Write a review,"42 Đường Nguyễn Huệ District 1, Ho Chi Minh City Vietnam",nan,nan,nan,nan,nan,nan,nan,https://www.tripadvisor.com/Hotel_Review-g293925-d27098561-Reviews-4K_Dorm_Hostel-Ho_Chi_Minh_City.html,,nan,,nan,nan,nan,662,The Lounge - Sheraton Saigon Grand Opera Hotel,https://www.tripadvisor.com/Restaurant_Review-g293925-d7057524-Reviews-The_Lounge_Sheraton_Saigon_Grand_Opera_Hotel-Ho_Chi_Minh_City.html,Cafe de L’Opera,https://www.tripadvisor.com/Restaurant_Review-g293925-d6601040-Reviews-Cafe_de_L_Opera-Ho_Chi_Minh_City.html,Reflections Restaurant,https://www.tripadvisor.com/Restaurant_Review-g293925-d3354073-Reviews-Reflections_Restaurant-Ho_Chi_Minh_City.html,Poke Saigon,https://www.tripadvisor.com/Restaurant_Review-g293925-d12130500-Reviews-Poke_Saigon-Ho_Chi_Minh_City.html,Amaï Dong Khoi,https://www.tripadvisor.com/Attraction_Review-g293925-d27296727-Reviews-Amai_Dong_Khoi-Ho_Chi_Minh_City.html,Saigon Saigon Rooftop Bar,https://www.tripadvisor.com/Attraction_Review-g293925-d1752815-Reviews-Saigon_Saigon_Rooftop_Bar-Ho_Chi_Minh_City.html,Thuy Design House,https://www.tripadvisor.com/Attraction_Review-g293925-d6994939-Reviews-Thuy_Design_House-Ho_Chi_Minh_City.html,A O Show - Lune Production,https://www.tripadvisor.com/Attraction_Review-g293925-d4542125-Reviews-A_O_Show_Lune_Production-Ho_Chi_Minh_City.html,180,https://dynamic-media-cdn.tripadvisor.com/media/partner/bookingcom/photo-o/2d/8c/d5/77/4k-hostel.jpg?w=700&h=-1&s=1
Hồ Chí Minh,Youth House,"100/2 Duong Tran Hung Dao, Ho Chi Minh City Vietnam","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=1134x375&scale=2&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=10.766370,106.693306&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v2%2FA_Pin_2x.png|scale:2|10.764141,106.691666|10.769510,106.692200|10.765620,106.694763|10.765646,106.690559|10.770472,106.694496|10.768883,106.693748|10.766722,106.695045|10.767230,106.690651|10.767175,106.693550&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v2%2FH_Pin_2x.png|scale:2|10.766370,106.693306|10.768082,106.692673|10.764342,106.691666|10.766754,106.689552|10.767573,106.694008|10.767302,106.691872|10.767504,106.691193|10.766749,106.689476|10.768143,106.694099|10.767857,106.692604&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v2%2FR_Pin_2x.png|scale:2|10.765026,106.690636|10.767059,106.693993|10.763218,106.695305|10.769524,106.695824|10.766656,106.694420|10.767516,106.693794|10.765513,106.690285|10.769437,106.696037|10.768289,106.694023&signature=7OPDz9Q79wGrji2JS0FpcyoiuA8=",nan,nan,Write a review,"100/2 Duong Tran Hung Dao, Ho Chi Minh City Vietnam",nan,nan,nan,nan,nan,nan,nan,https://www.tripadvisor.com/Hotel_Review-g293925-d19897365-Reviews-Youth_House-Ho_Chi_Minh_City.html,No description available,nan,,nan,nan,nan,428,Banana Mama Rooftop & Kitchen,https://www.tripadvisor.com/Restaurant_Review-g293925-d17662928-Reviews-Banana_Mama_Rooftop_Kitchen-Ho_Chi_Minh_City.html,Mayonaka Sushi,https://www.tripadvisor.com/Restaurant_Review-g293925-d27138077-Reviews-Mayonaka_Sushi-Ho_Chi_Minh_City.html,Cocoon Rooftop,https://www.tripadvisor.com/Restaurant_Review-g293925-d26635082-Reviews-Cocoon_Rooftop-Ho_Chi_Minh_City.html,Pandan Leaf Saigon Restaurant & Rooftop Bar,https://www.tripadvisor.com/Restaurant_Review-g293925-d27514558-Reviews-Pandan_Leaf_Saigon_Restaurant_Rooftop_Bar-Ho_Chi_Minh_City.html,Club V E-Gaming,https://www.tripadvisor.com/Attraction_Review-g293925-d14051467-Reviews-Club_V_E_Gaming-Ho_Chi_Minh_City.html,Shimmer Silver,https://www.tripadvisor.com/Attraction_Review-g293925-d6601902-Reviews-Shimmer_Silver-Ho_Chi_Minh_City.html,Platinum Club Tours,https://www.tripadvisor.com/Attraction_Review-g293925-d6556853-Reviews-Platinum_Club_Tours-Ho_Chi_Minh_City.html,Ong Cao Craft Beer,https://www.tripadvisor.com/Attraction_Review-g293925-d12150062-Reviews-Ong_Cao_Craft_Beer-Ho_Chi_Minh_City.html,82,https://dynamic-media-cdn.tripadvisor.com/media/partner/bookingcom/photo-o/1a/e3/47/a0/4162725.jpg?w=700&h=-1&s=1
Hồ Chí Minh,Hotel Phuong Hoang,"Hem A5 Chung Cu Nguyen Dinh Phuong Dakao, Quan 1, Ho Chi Minh City Vietnam","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=13&size=1134x375&scale=2&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=10.848330,106.840157&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v2%2FA_Pin_2x.png|scale:2|10.848240,106.839127|10.838758,106.843781|10.848240,106.840439|10.848410,106.840149|10.848290,106.839622|10.838568,106.843735&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v2%2FH_Pin_2x.png|scale:2|10.848330,106.840157|10.848250,106.838814|10.848240,106.839409|10.848410,106.840149|10.848410,106.840149|10.848250,106.838814|10.848155,106.839508|10.848330,106.840157|10.848330,106.840157|10.848330,106.840157&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v2%2FR_Pin_2x.png|scale:2|10.840272,106.841751|10.839478,106.842064|10.848410,106.840149|10.848240,106.839058|10.848410,106.840149|10.848240,106.840103|10.848135,106.840309|10.848240,106.840439|10.844856,106.837746&signature=ODcsoTlLn71OdOJ3WMikEGnRRb8=",nan,nan,Write a review,"Hem A5 Chung Cu Nguyen Dinh Phuong Dakao, Quan 1, Ho Chi Minh City Vietnam",nan,nan,nan,nan,nan,nan,nan,https://www.tripadvisor.com/Hotel_Review-g293925-d13982099-Reviews-Hotel_Phuong_Hoang-Ho_Chi_Minh_City.html,No description available,nan,,nan,nan,nan,10,Vintage Taste Deli Cafe,https://www.tripadvisor.com/Restaurant_Review-g293925-d27457230-Reviews-Vintage_Taste_Deli_Cafe-Ho_Chi_Minh_City.html,Cam Tao Mart,https://www.tripadvisor.com/Restaurant_Review-g293925-d28132618-Reviews-Cam_Tao_Mart-Ho_Chi_Minh_City.html,Popeyes Louisian Kitchen - The Post Office,https://www.tripadvisor.com/Restaurant_Review-g293925-d6888887-Reviews-Popeyes_Louisian_Kitchen_The_Post_Office-Ho_Chi_Minh_City.html,Vasco's at the Crescent,https://www.tripadvisor.com/Restaurant_Review-g293925-d3588856-Reviews-Vasco_s_at_the_Crescent-Ho_Chi_Minh_City.html,Glow Up Minigolf Cafe,https://www.tripadvisor.com/Attraction_Review-g293925-d21500249-Reviews-Glow_Up_Minigolf_Cafe-Ho_Chi_Minh_City.html,Veneto Pub Club - Vinhomes Grand Park,https://www.tripadvisor.com/Attraction_Review-g293925-d25179484-Reviews-Veneto_Pub_Club_Vinhomes_Grand_Park-Ho_Chi_Minh_City.html,日本語バイクツアー MI TRAVEL（ミートラベル）,https://www.tripadvisor.com/Attraction_Review-g293925-d21367628-Reviews-MI_TRAVEL-Ho_Chi_Minh_City.html,Gach Trang Tri Italy,https://www.tripadvisor.com/Attraction_Review-g293925-d4945634-Reviews-Gach_Trang_Tri_Italy-Ho_Chi_Minh_City.html,6,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/33/f1/0b/caption.jpg?w=700&h=-1&s=1
Hồ Chí Minh,OYO 406 Cao Son Hotel,"231, Phan Xich Long, Phuong 7, Phu Nhuan, Ho Chi Minh City 700000 Vietnam","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=1134x375&scale=2&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=10.797715,106.690140&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v2%2FA_Pin_2x.png|scale:2|10.793960,106.689438|10.797578,106.689476|10.797578,106.689476|10.799082,106.688828|10.796613,106.691933&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v2%2FH_Pin_2x.png|scale:2|10.797715,106.690140|10.796410,106.688683|10.799620,106.688919|10.795395,106.690216|10.797505,106.691895|10.796700,106.688438|10.798260,106.689598|10.796441,106.690224|10.796230,106.689331|10.797015,106.687141&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v2%2FR_Pin_2x.png|scale:2|10.801836,106.689041|10.797156,106.687790|10.798808,106.688103|10.798196,106.689697|10.795839,106.691467|10.798240,106.688789|10.797117,106.691261|10.793977,106.689507|10.798341,106.689560&signature=TxGhTadwwRzNOf-FXjx3gVRoxBU=",nan,nan,Write a review,"231, Phan Xich Long, Phuong 7, Phu Nhuan, Ho Chi Minh City 700000 Vietnam",nan,nan,nan,nan,nan,nan,nan,https://www.tripadvisor.com/Hotel_Review-g293925-d17531234-Reviews-OYO_406_Cao_Son_Hotel-Ho_Chi_Minh_City.html,,nan,2.0 of 5 stars,nan,nan,nan,88,Ky Tra Cac,https://www.tripadvisor.com/Restaurant_Review-g293925-d25006869-Reviews-Ky_Tra_Cac-Ho_Chi_Minh_City.html,Downtown Steakhouse - Hoa Mai,https://www.tripadvisor.com/Restaurant_Review-g293925-d17764924-Reviews-Downtown_Steakhouse_Hoa_Mai-Ho_Chi_Minh_City.html,Luu Gia Cafe and Food,https://www.tripadvisor.com/Restaurant_Review-g293925-d6839296-Reviews-Luu_Gia_Cafe_and_Food-Ho_Chi_Minh_City.html,Heli Vegetarian Bistro,https://www.tripadvisor.com/Restaurant_Review-g293925-d26526208-Reviews-Heli_Vegetarian_Bistro-Ho_Chi_Minh_City.html,Bat Trang Moment - pottery workshop,https://www.tripadvisor.com/Attraction_Review-g293925-d5812613-Reviews-Bat_Trang_Moment_pottery_workshop-Ho_Chi_Minh_City.html,Shopdongho.com,https://www.tripadvisor.com/Attraction_Review-g293925-d26456720-Reviews-Shopdongho_com-Ho_Chi_Minh_City.html,Shop Đồng Hồ,https://www.tripadvisor.com/Attraction_Review-g293925-d26456704-Reviews-Shop_D_ng_H-Ho_Chi_Minh_City.html,Toyzone,https://www.tripadvisor.com/Attraction_Review-g293925-d27730319-Reviews-Toyzone-Ho_Chi_Minh_City.html,5,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/33/f1/0b/caption.jpg?w=700&h=-1&s=1
Hồ Chí Minh,City House Donald Kieu Dam 2,"793/57/9 Bis, Tran Xuan Soan Street, Ho Chi Minh City Vietnam","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=13&size=1134x375&scale=2&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=10.751904,106.704887&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v2%2FA_Pin_2x.png|scale:2|10.761923,106.707939|10.751162,106.699417|10.754620,106.699799|10.746090,106.704399|10.753643,106.704491|10.748030,106.702171|10.756928,106.704834&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v2%2FH_Pin_2x.png|scale:2|10.751904,106.704887|10.755212,106.701363|10.762406,106.707458|10.755064,106.695229|10.759090,106.699501|10.744161,106.704277|10.755238,106.699844|10.754620,106.699799|10.744580,106.704399|10.762285,106.707726&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v2%2FR_Pin_2x.png|scale:2|10.759265,106.698891|10.759288,106.699303|10.760845,106.704758|10.757826,106.701294|10.762262,106.702499|10.745081,106.696449|10.756111,106.703522|10.760936,106.703300|10.760674,106.706551&signature=Ddj_JiP7fWFPFtoHat1ZIbAjDMk=",nan,nan,Write a review,"793/57/9 Bis, Tran Xuan Soan Street, Ho Chi Minh City Vietnam",nan,nan,nan,nan,nan,nan,nan,https://www.tripadvisor.com/Hotel_Review-g293925-d21040899-Reviews-City_House_Donald_Kieu_Dam_2-Ho_Chi_Minh_City.html,No description available,nan,,nan,nan,nan,39,Vittorio,https://www.tripadvisor.com/Restaurant_Review-g293925-d4311615-Reviews-Vittorio-Ho_Chi_Minh_City.html,Tippy's Mexican Food Saigon,https://www.tripadvisor.com/Restaurant_Review-g293925-d9859422-Reviews-Tippy_s_Mexican_Food_Saigon-Ho_Chi_Minh_City.html,Sushi Ko,https://www.tripadvisor.com/Restaurant_Review-g293925-d8098282-Reviews-Sushi_Ko-Ho_Chi_Minh_City.html,Tài Ngon Kitchen,https://www.tripadvisor.com/Restaurant_Review-g293925-d25785595-Reviews-Tai_Ngon_Kitchen-Ho_Chi_Minh_City.html,La Dame The Leather Boutique,https://www.tripadvisor.com/Attraction_Review-g293925-d8071799-Reviews-La_Dame_The_Leather_Boutique-Ho_Chi_Minh_City.html,Mystichouse,https://www.tripadvisor.com/Attraction_Review-g293925-d26787173-Reviews-Mystichouse-Ho_Chi_Minh_City.html,The Grand Nails,https://www.tripadvisor.com/Attraction_Review-g293925-d20950000-Reviews-The_Grand_Nails-Ho_Chi_Minh_City.html,Feelway,https://www.tripadvisor.com/Attraction_Review-g293925-d17667292-Reviews-Feelway-Ho_Chi_Minh_City.html,7,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/33/f1/0b/caption.jpg?w=700&h=-1&s=1
Hồ Chí Minh,T&T Leasing,"2 Duong Ton Duc Thang District 1, Ho Chi Minh City Vietnam","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=1134x375&scale=2&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=10.781710,106.707138&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v2%2FA_Pin_2x.png|scale:2|10.782365,106.704910|10.781150,106.706390|10.777987,106.704994|10.781285,106.706459|10.782895,106.705383|10.780320,106.704536|10.779317,106.704628|10.778217,106.705635|10.782212,106.705437&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v2%2FH_Pin_2x.png|scale:2|10.781710,106.707138|10.779111,106.703979|10.778639,106.706825|10.780052,106.703827|10.780416,106.704437|10.782407,106.704887|10.781532,106.705391|10.779800,106.707382|10.778120,106.705772|10.779547,106.705093&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v2%2FR_Pin_2x.png|scale:2|10.779992,106.707344|10.781374,106.706291|10.782396,106.705772|10.780498,106.707108|10.781876,106.705139|10.779904,106.707474|10.781316,106.705872|10.779038,106.704781|10.779437,106.703796&signature=ERE1liSYvdMIFPqik_thg9zmhRM=",nan,nan,Write a review,"2 Duong Ton Duc Thang District 1, Ho Chi Minh City Vietnam",nan,nan,nan,nan,nan,nan,nan,https://www.tripadvisor.com/Hotel_Review-g293925-d17531201-Reviews-T_T_Leasing-Ho_Chi_Minh_City.html,No description available,nan,,nan,nan,nan,251,Latest Recipe,https://www.tripadvisor.com/Restaurant_Review-g293925-d8537757-Reviews-Latest_Recipe-Ho_Chi_Minh_City.html,Shoku,https://www.tripadvisor.com/Restaurant_Review-g293925-d25449348-Reviews-Shoku-Ho_Chi_Minh_City.html,Benaras Indian Bistro,https://www.tripadvisor.com/Restaurant_Review-g293925-d14134956-Reviews-Benaras_Indian_Bistro-Ho_Chi_Minh_City.html,Dalcheeni HCMC,https://www.tripadvisor.com/Restaurant_Review-g293925-d21272060-Reviews-Dalcheeni_HCMC-Ho_Chi_Minh_City.html,Carmen Bar,https://www.tripadvisor.com/Attraction_Review-g293925-d4411306-Reviews-Carmen_Bar-Ho_Chi_Minh_City.html,Elixir Lounge Bar,https://www.tripadvisor.com/Attraction_Review-g293925-d19773589-Reviews-Elixir_Lounge_Bar-Ho_Chi_Minh_City.html,Boarc Gallery,https://www.tripadvisor.com/Attraction_Review-g293925-d24133019-Reviews-Boarc_Gallery-Ho_Chi_Minh_City.html,Urban Kitchen + Bar,https://www.tripadvisor.com/Attraction_Review-g293925-d7950999-Reviews-Urban_Kitchen_Bar-Ho_Chi_Minh_City.html,39,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/33/f1/0b/caption.jpg?w=700&h=-1&s=1
Hồ Chí Minh,UEH Boutique Hotel,"232/6 Võ Thị Sáu, Phường 7, Quận 3, Ho Chi Minh City 700000 Vietnam","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=1134x375&scale=2&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=10.782318,106.685913&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v2%2FA_Pin_2x.png|scale:2|10.778290,106.686729|10.781186,106.689705|10.784115,106.687576|10.782190,106.688019|10.785254,106.686607|10.784000,106.688057|10.781910,106.690109|10.782500,106.686760|10.783550,106.685944&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v2%2FH_Pin_2x.png|scale:2|10.782318,106.685913|10.781426,106.689087|10.779100,106.686546|10.779100,106.686546|10.781656,106.689415|10.779100,106.686546|10.782537,106.685257|10.782558,106.690041|10.785223,106.684975|10.782657,106.689964&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v2%2FR_Pin_2x.png|scale:2|10.782018,106.685806|10.782842,106.689903|10.783186,106.685379|10.783380,106.689384|10.781235,106.689766|10.782010,106.687843|10.786394,106.684616|10.783983,106.682014|10.782537,106.681564&signature=GYc9MGlBOtZA7sIOtdiB0uBwKaA=",nan,nan,Write a review,"232/6 Võ Thị Sáu, Phường 7, Quận 3, Ho Chi Minh City 700000 Vietnam",nan,nan,nan,nan,nan,nan,31,https://www.tripadvisor.com/Hotel_Review-g293925-d21491787-Reviews-UEH_Boutique_Hotel-Ho_Chi_Minh_City.html,No description available,nan,,nan,nan,nan,61,SaiGon Coffee Roastery,https://www.tripadvisor.com/Restaurant_Review-g293925-d9774196-Reviews-SaiGon_Coffee_Roastery-Ho_Chi_Minh_City.html,HOME Saigon - HOME Vietnamese Restaurant,https://www.tripadvisor.com/Restaurant_Review-g293925-d25547299-Reviews-HOME_Saigon_HOME_Vietnamese_Restaurant-Ho_Chi_Minh_City.html,Nàng Gánh Restaurant,https://www.tripadvisor.com/Restaurant_Review-g293925-d6881470-Reviews-Nang_Ganh_Restaurant-Ho_Chi_Minh_City.html,Kobe Teppanyaki Restaurant,https://www.tripadvisor.com/Restaurant_Review-g293925-d3542854-Reviews-Kobe_Teppanyaki_Restaurant-Ho_Chi_Minh_City.html,Temple of the Buddha's Relic (Xa Loi pagoda),https://www.tripadvisor.com/Attraction_Review-g293925-d552637-Reviews-Temple_of_the_Buddha_s_Relic_Xa_Loi_pagoda-Ho_Chi_Minh_City.html,Acoustic,https://www.tripadvisor.com/Attraction_Review-g293925-d5894992-Reviews-Acoustic-Ho_Chi_Minh_City.html,Southern Women's Museum,https://www.tripadvisor.com/Attraction_Review-g293925-d1370386-Reviews-Southern_Women_s_Museum-Ho_Chi_Minh_City.html,Rock Fan Club,https://www.tripadvisor.com/Attraction_Review-g293925-d9454760-Reviews-Rock_Fan_Club-Ho_Chi_Minh_City.html,13,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/65/3f/7a/twin-room.jpg?w=700&h=-1&s=1
